单位ID,实况日期,总云量,中云量,低云量,风向,风速,温度,湿度,能见度,本站气压,天气现象,850hpa温度,500hpa涡度,700hpa涡度,850hpa涡度,700hpa湿度,850hpa湿度,2m温度,850W,700W,实况变化,t850变化,上一时次温度,时次,mon,alt,az,index,last_850hpa温度,last_500hpa涡度,last_700hpa涡度,last_850hpa涡度,last_700hpa湿度,last_850hpa湿度,last_2m温度,last_850W,last_700W,last_alt,last_az
964010001,2018-03-24 02:00:00,2,0,0,-1,0,10.1,75.0,10000,947.40002,0,283.691728223,-5.634765625,-4.537109375,1.95703125,47.4601703491,79.9457394043,277.71468252,0.0832796829224,-0.0967208908081,-3.1,-1.21830561523,13.2,2,3,-1.05304026604,0.571592926979,1421,284.910033838,-6.0,-4.4248046875,-2.26171875,51.9362725952,76.0394661011,279.451812695,0.219267219543,-0.0236955490112,-0.902180850506,5.36654806137
964010001,2018-03-24 05:00:00,7,0,0,128,1,8.1999998,69.0,10000,948.20001,0,282.162298242,-8.9453125,-6.576171875,8.0361328125,53.1586375793,79.7218240845,277.633651416,0.0256593353271,0.0323142227173,-1.9000002,-1.52942998047,10.1,5,3,-0.454378068447,1.32035589218,1422,283.691728223,-5.634765625,-4.537109375,1.95703125,47.4601703491,79.9457394043,277.71468252,0.0832796829224,-0.0967208908081,-1.05304026604,0.571592926979
964010001,2018-03-24 08:00:00,7,0,0,-1,0,8.0,77.0,10000,950.29999,0,278.754652539,-8.794921875,-2.869140625,4.296875,53.7189262573,67.3576932495,277.212156201,0.0519503173828,0.072471421814,-0.1999998,-3.40764570313,8.1999998,8,3,0.257465392351,1.66358661652,1423,282.162298242,-8.9453125,-6.576171875,8.0361328125,53.1586375793,79.7218240845,277.633651416,0.0256593353271,0.0323142227173,-0.454378068447,1.32035589218
964010001,2018-03-24 11:00:00,7,0,0,-1,0,17.9,44.0,10000,950.5,0,282.456839551,-9.634765625,-2.68994140625,3.36572265625,51.9563495117,48.3584838318,284.694790283,-0.0903240921021,0.104098506165,9.9,3.70218701172,8.0,11,3,0.93257856369,2.17224812508,1424,278.754652539,-8.794921875,-2.869140625,4.296875,53.7189262573,67.3576932495,277.212156201,0.0519503173828,0.072471421814,0.257465392351,1.66358661652
964010001,2018-03-24 14:00:00,8,0,0,17,1,20.6,46.0,10000,947.79999,0,285.440295996,-10.984375,-2.5107421875,2.4345703125,63.8447620087,38.9529954346,287.903087207,-0.142806480408,-0.102608891296,2.7,2.98345644531,17.9,14,3,1.09213244915,3.76340866089,1425,282.456839551,-9.634765625,-2.68994140625,3.36572265625,51.9563495117,48.3584838318,284.694790283,-0.0903240921021,0.104098506165,0.93257856369,2.17224812508
964010001,2018-03-24 17:00:00,10,0,0,101,2,19.700001,46.0,10000,946.5,0,285.242934082,-11.03125,-0.4541015625,3.0185546875,69.4980296631,43.8224171997,286.243597705,-0.0624508163452,-0.0241746932983,-0.899999,-0.197361914062,20.6,17,3,0.476109266281,4.50945901871,1426,285.440295996,-10.984375,-2.5107421875,2.4345703125,63.8447620087,38.9529954346,287.903087207,-0.142806480408,-0.102608891296,1.09213244915,3.76340866089
964010001,2018-03-24 20:00:00,8,0,0,85,1,15.6,69.0,10000,947.5,0,283.368737695,-7.912109375,-2.623046875,7.7919921875,69.7134306519,62.3219860474,281.946811719,0.069442376709,0.137053042603,-4.100001,-1.87419638672,19.700001,20,3,-0.236174792051,4.85138845444,1427,285.242934082,-11.03125,-0.4541015625,3.0185546875,69.4980296631,43.8224171997,286.243597705,-0.0624508163452,-0.0241746932983,0.476109266281,4.50945901871
964010001,2018-03-24 23:00:00,7,0,0,-1,0,13.1,69.0,10000,949.59998,0,282.052049072,-5.07421875,-3.7783203125,9.263671875,80.2896651001,75.4190613037,279.352564746,0.1126509552,0.0164216110229,-2.5,-1.31668862305,15.6,23,3,-0.898361325264,5.37598419189,1428,283.368737695,-7.912109375,-2.623046875,7.7919921875,69.7134306519,62.3219860474,281.946811719,0.069442376709,0.137053042603,-0.236174792051,4.85138845444
964010001,2018-03-25 02:00:00,10,0,0,-1,0,13.2,65.0,10000,949.0,0,281.231139453,-6.3671875,-5.328125,7.5107421875,83.5256710815,82.5040540405,278.590095215,0.0974601119995,0.0849035522461,0.1,-0.820909619141,13.1,2,3,-1.04640924931,0.567108631134,1429,282.052049072,-5.07421875,-3.7783203125,9.263671875,80.2896651001,75.4190613037,279.352564746,0.1126509552,0.0164216110229,-0.898361325264,5.37598419189
964010001,2018-03-25 05:00:00,7,0,0,-1,0,10.9,81.0,10000,948.5,0,280.823763379,-5.57421875,-3.72265625,5.177734375,85.7865002441,85.7168294434,277.505754785,0.101743527222,0.00261276855469,-2.3,-0.407376074219,13.2,5,3,-0.44998434186,1.31430399418,1430,281.231139453,-6.3671875,-5.328125,7.5107421875,83.5256710815,82.5040540405,278.590095215,0.0974601119995,0.0849035522461,-1.04640924931,0.567108631134
964010001,2018-03-25 08:00:00,9,9,0,-1,0,10.8,78.0,9000,950.29999,0,280.933815967,-4.45703125,-5.974609375,5.3291015625,87.2415858887,9.99900026055e+20,279.415180371,0.134275466919,0.220598034668,-0.1,0.110052587891,10.9,8,3,0.261528491974,1.65770661831,1431,280.823763379,-5.57421875,-3.72265625,5.177734375,85.7865002441,85.7168294434,277.505754785,0.101743527222,0.00261276855469,-0.44998434186,1.31430399418
964010001,2018-03-25 11:00:00,8,8,0,160,1,15.0,55.0,8000,951.09998,0,283.436521191,-6.560546875,-3.11376953125,2.75732421875,86.7300597534,9.99900026055e+20,285.393171387,0.0251073074341,0.0459045562744,4.2,2.50270522461,10.8,11,3,0.938084065914,2.16498923302,1432,280.933815967,-4.45703125,-5.974609375,5.3291015625,87.2415858887,9.99900026055e+20,279.415180371,0.134275466919,0.220598034668,0.261528491974,1.65770661831
964010001,2018-03-25 14:00:00,10,10,0,89,1,19.0,44.0,8000,948.40002,0,285.586767725,-4.953125,-0.2529296875,0.185546875,91.7374283203,9.99900026055e+20,287.599839453,-0.0147469604492,-0.20634473877,4.0,2.1502465332,15.0,14,3,1.09722959995,3.77384495735,1433,283.436521191,-6.560546875,-3.11376953125,2.75732421875,86.7300597534,9.99900026055e+20,285.393171387,0.0251073074341,0.0459045562744,0.938084065914,2.16498923302
964010001,2018-03-25 17:00:00,0,0,0,-1,0,20.5,42.0,8000,945.79999,0,286.087598145,3.619140625,0.5126953125,1.1181640625,94.0515329956,9.99900026055e+20,287.241082227,0.0690118896484,-0.155598643494,1.5,0.500830419922,19.0,17,3,0.478013753891,4.51702785492,1434,285.586767725,-4.953125,-0.2529296875,0.185546875,91.7374283203,9.99900026055e+20,287.599839453,-0.0147469604492,-0.20634473877,1.09722959995,3.77384495735
